# 节点ID映射关系 (按metr_ids.txt顺序): 原始ID -> 新ID
773869,0
767541,1
767542,2
717447,3
717446,4
717445,5
773062,6
767620,7
737529,8
717816,9
765604,10
767471,11
716339,12
773906,13
765273,14
716331,15
771667,16
716337,17
769953,18
769402,19
769403,20
769819,21
769405,22
716941,23
717578,24
716960,25
717804,26
767572,27
767573,28
773012,29
773013,30
764424,31
769388,32
716328,33
717819,34
769941,35
760987,36
718204,37
718045,38
769418,39
768066,40
772140,41
773927,42
760024,43
774012,44
774011,45
767609,46
769359,47
760650,48
716956,49
769831,50
761604,51
717495,52
716554,53
773953,54
767470,55
716955,56
764949,57
773954,58
767366,59
769444,60
773939,61
774067,62
769443,63
767750,64
767751,65
767610,66
773880,67
764766,68
717497,69
717490,70
717491,71
717492,72
717493,73
765176,74
717498,75
717499,76
765171,77
718064,78
718066,79
765164,80
769431,81
769430,82
717610,83
767053,84
767621,85
772596,86
772597,87
767350,88
767351,89
716571,90
773023,91
767585,92
773024,93
717483,94
718379,95
717481,96
717480,97
717486,98
764120,99
772151,100
718371,101
717489,102
717488,103
717818,104
718076,105
718072,106
767455,107
767454,108
761599,109
717099,110
773916,111
716968,112
769467,113
717576,114
717573,115
717572,116
717571,117
717570,118
764760,119
718089,120
769847,121
717608,122
767523,123
716942,124
718090,125
769867,126
717472,127
717473,128
759591,129
764781,130
765099,131
762329,132
716953,133
716951,134
767509,135
765182,136
769358,137
772513,138
716958,139
718496,140
769346,141
773904,142
718499,143
764853,144
761003,145
717502,146
759602,147
717504,148
763995,149
717508,150
765265,151
773996,152
773995,153
717469,154
717468,155
764106,156
717465,157
764794,158
717466,159
717461,160
717460,161
717463,162
717462,163
769345,164
716943,165
772669,166
717582,167
717583,168
717580,169
716949,170
717587,171
772178,172
717585,173
716939,174
768469,175
764101,176
767554,177
773975,178
773974,179
717510,180
717513,181
717825,182
767495,183
767494,184
717821,185
717823,186
717458,187
717459,188
769926,189
764858,190
717450,191
717452,192
717453,193
759772,194
717456,195
771673,196
772167,197
769372,198
774204,199
769806,200
717590,201
717592,202
717595,203
772168,204
718141,205
769373,206
