# 节点ID映射关系 (按pemsbay_ids.txt顺序): 原始ID -> 新ID
400001,0
400017,1
400030,2
400040,3
400045,4
400052,5
400057,6
400059,7
400065,8
400069,9
400073,10
400084,11
400085,12
400088,13
400096,14
400097,15
400100,16
400104,17
400109,18
400122,19
400147,20
400148,21
400149,22
400158,23
400160,24
400168,25
400172,26
400174,27
400178,28
400185,29
400201,30
400206,31
400209,32
400213,33
400221,34
400222,35
400227,36
400236,37
400238,38
400240,39
400246,40
400253,41
400257,42
400258,43
400268,44
400274,45
400278,46
400280,47
400292,48
400296,49
400298,50
400330,51
400336,52
400343,53
400353,54
400372,55
400394,56
400400,57
400414,58
400418,59
400429,60
400435,61
400436,62
400440,63
400449,64
400457,65
400461,66
400464,67
400479,68
400485,69
400499,70
400507,71
400508,72
400514,73
400519,74
400528,75
400545,76
400560,77
400563,78
400567,79
400581,80
400582,81
400586,82
400637,83
400643,84
400648,85
400649,86
400654,87
400664,88
400665,89
400668,90
400673,91
400677,92
400687,93
400688,94
400690,95
400700,96
400709,97
400713,98
400714,99
400715,100
400717,101
400723,102
400743,103
400750,104
400760,105
400772,106
400790,107
400792,108
400794,109
400799,110
400804,111
400822,112
400823,113
400828,114
400832,115
400837,116
400842,117
400863,118
400869,119
400873,120
400895,121
400904,122
400907,123
400911,124
400916,125
400922,126
400934,127
400951,128
400952,129
400953,130
400964,131
400965,132
400970,133
400971,134
400973,135
400995,136
400996,137
401014,138
401129,139
401154,140
401163,141
401167,142
401210,143
401224,144
401327,145
401351,146
401388,147
401391,148
401400,149
401403,150
401440,151
401457,152
401464,153
401489,154
401495,155
401507,156
401534,157
401541,158
401555,159
401560,160
401567,161
401597,162
401606,163
401611,164
401655,165
401808,166
401809,167
401810,168
401811,169
401816,170
401817,171
401845,172
401846,173
401890,174
401891,175
401906,176
401908,177
401926,178
401936,179
401937,180
401942,181
401943,182
401948,183
401957,184
401958,185
401994,186
401996,187
401997,188
401998,189
402056,190
402057,191
402058,192
402059,193
402060,194
402061,195
402067,196
402117,197
402118,198
402119,199
402120,200
402121,201
402281,202
402282,203
402283,204
402284,205
402285,206
402286,207
402287,208
402288,209
402289,210
402359,211
402360,212
402361,213
402362,214
402363,215
402364,216
402365,217
402366,218
402367,219
402368,220
402369,221
402370,222
402371,223
402372,224
402373,225
403225,226
403265,227
403329,228
403401,229
403402,230
403404,231
403406,232
403409,233
403412,234
403414,235
403419,236
404370,237
404434,238
404435,239
404444,240
404451,241
404452,242
404453,243
404461,244
404462,245
404521,246
404522,247
404553,248
404554,249
404585,250
404586,251
404640,252
404753,253
404759,254
405613,255
405619,256
405701,257
407150,258
407151,259
407152,260
407153,261
407155,262
407157,263
407161,264
407165,265
407172,266
407173,267
407174,268
407176,269
407177,270
407179,271
407180,272
407181,273
407184,274
407185,275
407186,276
407187,277
407190,278
407191,279
407194,280
407200,281
407202,282
407204,283
407206,284
407207,285
407321,286
407323,287
407325,288
407328,289
407331,290
407332,291
407335,292
407336,293
407337,294
407339,295
407341,296
407342,297
407344,298
407348,299
407352,300
407359,301
407360,302
407361,303
407364,304
407367,305
407370,306
407372,307
407373,308
407374,309
407710,310
407711,311
408907,312
408911,313
409524,314
409525,315
409526,316
409528,317
409529,318
413026,319
413845,320
413877,321
413878,322
414284,323
414694,324
